"date_utc","hour_utc","unix_time","temp","feels_like","pressure","humidity","wind_speed","cloudiness","precipitation","weather_main","weather_desc"
2024-04-18,0,1713398400,7.47000000000003,4.10000000000002,1009,90,5.81,100,0,"Clouds","overcast clouds"
2024-04-18,1,1713402000,8.19,5.36000000000001,1008,87,4.92,100,0,"Clouds","overcast clouds"
2024-04-18,2,1713405600,8.41000000000003,5.46000000000004,1008,86,5.36,100,0,"Clouds","overcast clouds"
2024-04-18,3,1713409200,7.76000000000005,4.82000000000005,1009,89,4.92,100,4.77,"Rain","heavy intensity rain"
2024-04-18,4,1713412800,7.26000000000005,3.51000000000005,1008,92,6.71,100,0,"Clouds","overcast clouds"
2024-04-18,5,1713416400,7.09000000000003,4.66000000000003,1009,93,3.58,100,0,"Clouds","overcast clouds"
2024-04-18,6,1713420000,7.06,5.20000000000005,1009,94,2.68,100,0,"Clouds","overcast clouds"
2024-04-18,7,1713423600,7.10000000000002,6.54000000000002,1009,94,1.34,100,0,"Clouds","overcast clouds"
2024-04-18,8,1713427200,7.11000000000001,7.11000000000001,1009,95,0.89,100,0,"Clouds","overcast clouds"
2024-04-18,9,1713430800,7.08000000000004,7.08000000000004,1010,95,0.45,94,0,"Clouds","overcast clouds"
2024-04-18,10,1713434400,7.27000000000004,7.27000000000004,1010,95,0.45,95,0,"Clouds","overcast clouds"
2024-04-18,11,1713438000,7.31,7.31,1011,95,0.45,94,0,"Clouds","overcast clouds"
2024-04-18,12,1713441600,7.49000000000001,7.49000000000001,1012,95,0.45,88,0,"Clouds","overcast clouds"
2024-04-18,13,1713445200,8.25,8.25,1012,95,0.89,95,0,"Clouds","overcast clouds"
2024-04-18,14,1713448800,9.34000000000003,9.34000000000003,1013,96,0.89,96,0,"Clouds","overcast clouds"
2024-04-18,15,1713452400,10.97,10.5,1014,91,3.58,97,0,"Clouds","overcast clouds"
2024-04-18,16,1713456000,11.17,10.59,1015,86,2.68,98,0,"Clouds","overcast clouds"
2024-04-18,17,1713459600,12.1,11.45,1014,80,4.47,98,0,"Clouds","overcast clouds"
2024-04-18,18,1713463200,12.42,11.68,1015,75,2.68,99,0,"Clouds","overcast clouds"
2024-04-18,19,1713466800,12.25,11.46,1015,74,2.24,99,0,"Clouds","overcast clouds"
2024-04-18,20,1713470400,12.18,11.33,1016,72,3.58,100,0,"Clouds","overcast clouds"
2024-04-18,21,1713474000,11.73,10.84,1016,72,2.68,100,0,"Clouds","overcast clouds"
2024-04-18,22,1713477600,11.72,10.8,1016,71,2.68,100,0,"Clouds","overcast clouds"
2024-04-18,23,1713481200,11.37,10.44,1017,72,2.24,100,0,"Clouds","overcast clouds"
2024-04-19,0,1713484800,11,10.09,1016,74,1.34,100,0,"Clouds","overcast clouds"
2024-04-19,1,1713488400,10.4,9.51000000000005,1016,77,0.45,99,0,"Clouds","overcast clouds"
2024-04-19,2,1713492000,9.64000000000004,9.12,1017,79,1.62,100,0,"Clouds","overcast clouds"
2024-04-19,3,1713495600,9.04000000000002,9.04000000000002,1017,82,0.68,100,0,"Clouds","overcast clouds"
2024-04-19,4,1713499200,8.59000000000003,8.59000000000003,1016,85,0.45,100,0,"Clouds","overcast clouds"
2024-04-19,5,1713502800,8.52000000000004,8.52000000000004,1016,85,1.14,99,0,"Clouds","overcast clouds"
2024-04-19,6,1713506400,8.59000000000003,8.59000000000003,1015,87,1.02,95,0,"Clouds","overcast clouds"
2024-04-19,7,1713510000,8.48000000000002,8.48000000000002,1014,86,0.45,82,0,"Clouds","broken clouds"
2024-04-19,8,1713513600,8.14000000000004,7.22000000000003,1013,88,1.79,90,0,"Clouds","overcast clouds"
2024-04-19,9,1713517200,7.62,7.13,1013,89,1.34,93,0,"Clouds","overcast clouds"
2024-04-19,10,1713520800,7.32000000000005,5.86000000000001,1012,89,2.24,95,0,"Clouds","overcast clouds"
2024-04-19,11,1713524400,7.10000000000002,5.25,1011,90,2.68,96,0,"Clouds","overcast clouds"
2024-04-19,12,1713528000,7.85000000000002,7.39000000000004,1012,89,1.34,94,0,"Clouds","overcast clouds"
2024-04-19,13,1713531600,8.29000000000002,7.40000000000003,1010,89,1.79,100,0,"Clouds","overcast clouds"
2024-04-19,14,1713535200,8.29000000000002,6.12,1008,91,3.58,100,1.22,"Rain","moderate rain"
2024-04-19,15,1713538800,8.25,5.84000000000003,1008,93,4.02,100,0.18,"Rain","light rain"
2024-04-19,16,1713542400,8.39000000000004,5.80000000000001,1008,94,4.47,100,0,"Clouds","overcast clouds"
2024-04-19,17,1713546000,9.76000000000005,7.24000000000001,1008,94,5.14,100,0,"Clouds","overcast clouds"
2024-04-19,18,1713549600,13.22,12.76,1008,83,6.69,75,0,"Clouds","broken clouds"
2024-04-19,19,1713553200,14.09,13.49,1009,74,4.47,76,0,"Clouds","broken clouds"
2024-04-19,20,1713556800,14.44,13.51,1009,60,4.47,47,0,"Clouds","scattered clouds"
2024-04-19,21,1713560400,14.88,13.7,1010,49,4.02,35,0,"Clouds","scattered clouds"
2024-04-19,22,1713564000,14.52,13.31,1011,49,4.92,29,0,"Clouds","scattered clouds"
2024-04-19,23,1713567600,12.6,11.14,1012,47,3.58,23,0,"Clouds","few clouds"
2024-04-20,0,1713571200,11.61,10.11,1012,49,4.47,21,0,"Clouds","few clouds"
2024-04-20,1,1713574800,10.54,9.03000000000003,1012,53,3.13,80,0,"Clouds","broken clouds"
2024-04-20,2,1713578400,9.55000000000001,8.85000000000002,1013,55,1.79,58,0,"Clouds","broken clouds"
2024-04-20,3,1713582000,8.58000000000004,7.34000000000003,1013,54,2.24,54,0,"Clouds","broken clouds"
2024-04-20,4,1713585600,6.70000000000005,4.46000000000004,1014,63,3.13,59,0,"Clouds","broken clouds"
2024-04-20,5,1713589200,5.57000000000005,4.81,1014,63,1.34,67,0,"Clouds","broken clouds"
2024-04-20,6,1713592800,5.21000000000004,5.21000000000004,1014,65,0.89,61,0,"Clouds","broken clouds"
2024-04-20,7,1713596400,5.35000000000002,4.56,1013,67,1.34,100,0,"Clouds","overcast clouds"
2024-04-20,8,1713600000,5.21000000000004,5.21000000000004,1013,70,0.89,100,0,"Clouds","overcast clouds"
2024-04-20,9,1713603600,5.16000000000003,4.35000000000002,1013,71,1.34,98,0,"Clouds","overcast clouds"
2024-04-20,10,1713607200,5.5,4.73000000000002,1012,69,1.34,97,0,"Clouds","overcast clouds"
2024-04-20,11,1713610800,6.01000000000005,4.76000000000005,1012,63,1.79,98,0,"Clouds","overcast clouds"
2024-04-20,12,1713614400,5.33000000000004,0.0900000000000318,1013,68,9.77,100,0,"Clouds","overcast clouds"
2024-04-20,13,1713618000,4.78000000000003,1.58000000000004,1013,67,4.02,97,0,"Clouds","overcast clouds"
2024-04-20,14,1713621600,4.56,1.58000000000004,1013,66,3.58,88,0,"Clouds","overcast clouds"
2024-04-20,15,1713625200,5.05000000000001,0.689999999999998,1014,64,6.69,75,0,"Clouds","broken clouds"
2024-04-20,16,1713628800,4.94,-1.06,1015,62,12.35,100,0,"Clouds","overcast clouds"
2024-04-20,17,1713632400,4.79000000000002,-0.899999999999977,1015,71,10.8,100,0.8,"Rain","light rain"
2024-04-20,18,1713636000,6.43000000000001,3.61000000000001,1015,63,4.02,92,0,"Clouds","overcast clouds"
2024-04-20,19,1713639600,6.03000000000003,3.65000000000003,1015,66,3.13,100,0,"Clouds","overcast clouds"
2024-04-20,20,1713643200,6.10000000000002,0.850000000000023,1015,59,10.8,100,0,"Clouds","overcast clouds"
2024-04-20,21,1713646800,6.52000000000004,3.96000000000004,1016,53,3.58,99,0,"Clouds","overcast clouds"
2024-04-20,22,1713650400,6.26000000000005,3.93000000000001,1016,53,3.13,99,0,"Clouds","overcast clouds"
2024-04-20,23,1713654000,5.92000000000002,2.74000000000001,1017,53,4.47,99,0,"Clouds","overcast clouds"
2024-04-21,0,1713657600,5.75,2.77000000000004,1017,55,4.02,99,0,"Clouds","overcast clouds"
2024-04-21,1,1713661200,5.42000000000002,3.25,1017,58,2.68,8,0,"Clear","clear sky"
2024-04-21,2,1713664800,5.12,2.89000000000004,1017,60,2.68,5,0,"Clear","clear sky"
2024-04-21,3,1713668400,4.93000000000001,3.51000000000005,1017,61,1.79,5,0,"Clear","clear sky"
2024-04-21,4,1713672000,4.64000000000004,3.76000000000005,1017,63,1.34,5,0,"Clear","clear sky"
2024-04-21,5,1713675600,4.53000000000003,3.05000000000001,1016,65,1.79,5,0,"Clear","clear sky"
2024-04-21,6,1713679200,4.47000000000003,2.98000000000002,1016,66,1.79,8,0,"Clear","clear sky"
2024-04-21,7,1713682800,4.52000000000004,3.62,1015,67,1.34,16,0,"Clouds","few clouds"
2024-04-21,8,1713686400,4.37,2.87,1015,68,1.79,39,0,"Clouds","scattered clouds"
2024-04-21,9,1713690000,4.13,3.18000000000001,1015,69,1.34,50,0,"Clouds","scattered clouds"
2024-04-21,10,1713693600,3.71000000000004,2.71000000000004,1015,69,1.34,62,0,"Clouds","broken clouds"
2024-04-21,11,1713697200,3.57000000000005,1.94,1016,70,1.79,62,0,"Clouds","broken clouds"
2024-04-21,12,1713700800,3.65000000000003,1.55000000000001,1016,70,2.24,60,0,"Clouds","broken clouds"
2024-04-21,13,1713704400,4.27000000000004,2.28000000000003,1015,69,2.24,100,0,"Clouds","overcast clouds"
2024-04-21,14,1713708000,5.09000000000003,2.22000000000003,1015,63,3.58,98,0,"Clouds","overcast clouds"
2024-04-21,15,1713711600,5.44,3.28000000000003,1015,56,2.68,90,0,"Clouds","overcast clouds"
2024-04-21,16,1713715200,6.58000000000004,3.79000000000002,1015,51,4.02,75,0,"Clouds","broken clouds"
2024-04-21,17,1713718800,7.97000000000003,5.73000000000002,1014,45,3.58,66,0,"Clouds","broken clouds"
2024-04-21,18,1713722400,8.51000000000005,6.16000000000003,1014,45,4.02,92,0,"Clouds","overcast clouds"
2024-04-21,19,1713726000,9.09000000000003,7.09000000000003,1014,44,3.58,100,0,"Clouds","overcast clouds"
2024-04-21,20,1713729600,9.14000000000004,6.73000000000002,1013,44,4.47,98,0,"Clouds","overcast clouds"
2024-04-21,21,1713733200,9.05000000000001,6.43000000000001,1013,44,4.92,83,0,"Clouds","broken clouds"
2024-04-21,22,1713736800,9.37,6.67000000000002,1013,43,5.36,65,0,"Clouds","broken clouds"
2024-04-21,23,1713740400,9.19,6.61000000000001,1013,42,4.92,53,0,"Clouds","broken clouds"
2024-04-22,0,1713744000,8.47000000000003,5.90000000000003,1014,45,4.47,53,0,"Clouds","broken clouds"
2024-04-22,1,1713747600,7.77000000000004,6.79000000000002,1014,49,1.79,47,0,"Clouds","scattered clouds"
2024-04-22,2,1713751200,6.74000000000001,6.13,1015,54,1.34,30,0,"Clouds","scattered clouds"
2024-04-22,3,1713754800,6.08000000000004,5.39000000000004,1015,55,1.34,21,0,"Clouds","few clouds"
2024-04-22,4,1713758400,5.03000000000003,4.20000000000005,1015,59,1.34,16,0,"Clouds","few clouds"
2024-04-22,5,1713762000,4.85000000000002,4,1015,59,1.34,13,0,"Clouds","few clouds"
2024-04-22,6,1713765600,3.42000000000002,0.54000000000002,1015,64,3.09,0,0,"Clear","clear sky"
2024-04-22,7,1713769200,2.5,1.34000000000003,1015,65,1.34,4,0,"Clear","clear sky"
2024-04-22,8,1713772800,2,0.129999999999995,1016,65,1.79,5,0,"Clear","clear sky"
2024-04-22,9,1713776400,1.01000000000005,1.01000000000005,1016,67,0.89,6,0,"Clear","clear sky"
2024-04-22,10,1713780000,0.560000000000002,-0.859999999999957,1017,69,1.34,6,0,"Clear","clear sky"
2024-04-22,11,1713783600,0.439999999999998,0.439999999999998,1017,71,0.89,6,0,"Clear","clear sky"
2024-04-22,12,1713787200,2.45000000000005,1.28000000000003,1018,66,1.34,2,0,"Clear","clear sky"
2024-04-22,13,1713790800,4.76000000000005,3.90000000000003,1019,60,1.34,0,0,"Clear","clear sky"
2024-04-22,14,1713794400,6.05000000000001,4.81,1019,58,1.79,0,0,"Clear","clear sky"
2024-04-22,15,1713798000,7.5,6.07000000000005,1019,51,2.24,0,0,"Clear","clear sky"
2024-04-22,16,1713801600,8.26000000000005,7.36000000000001,1019,49,1.79,0,0,"Clear","clear sky"
2024-04-22,17,1713805200,9.49000000000001,8.41000000000003,1019,49,2.24,0,0,"Clear","clear sky"
2024-04-22,18,1713808800,10.35,8.67000000000002,1018,47,2.68,0,0,"Clear","clear sky"
2024-04-22,19,1713812400,10.96,9.23000000000002,1018,43,4.02,0,0,"Clear","clear sky"
2024-04-22,20,1713816000,12,10.22,1017,37,3.58,1,0,"Clear","clear sky"
2024-04-22,21,1713819600,12.3,10.63,1017,40,3.13,2,0,"Clear","clear sky"
2024-04-22,22,1713823200,12.49,10.89,1016,42,2.68,4,0,"Clear","clear sky"
2024-04-22,23,1713826800,11.73,10.13,1016,45,2.68,7,0,"Clear","clear sky"
2024-04-23,0,1713830400,10.45,8.83000000000004,1015,49,3.58,20,0,"Clouds","few clouds"
2024-04-23,1,1713834000,9.94,8.94,1015,53,2.24,100,0,"Clouds","overcast clouds"
2024-04-23,2,1713837600,9.09000000000003,8.32000000000005,1015,59,1.79,90,0,"Clouds","overcast clouds"
2024-04-23,3,1713841200,7.79000000000002,7.32000000000005,1015,64,1.34,75,0,"Clouds","broken clouds"
2024-04-23,4,1713844800,6.75,6.75,1015,69,0.89,71,0,"Clouds","broken clouds"
2024-04-23,5,1713848400,6.08000000000004,6.08000000000004,1015,73,0.89,70,0,"Clouds","broken clouds"
2024-04-23,6,1713852000,6.68000000000001,6.07000000000005,1014,70,1.34,85,0,"Clouds","overcast clouds"
2024-04-23,7,1713855600,6.95000000000005,6.37,1014,68,1.34,92,0,"Clouds","overcast clouds"
2024-04-23,8,1713859200,8.14000000000004,7.72000000000003,1013,63,1.34,96,0,"Clouds","overcast clouds"
2024-04-23,9,1713862800,8.35000000000002,7.96000000000004,1013,62,1.34,97,0,"Clouds","overcast clouds"
2024-04-23,10,1713866400,7.93000000000001,6.98000000000002,1012,65,1.79,97,0,"Clouds","overcast clouds"
2024-04-23,11,1713870000,7.82000000000005,6.85000000000002,1012,68,1.79,97,0,"Clouds","overcast clouds"
2024-04-23,12,1713873600,8.89000000000004,7.70000000000005,1012,62,2.24,98,0,"Clouds","overcast clouds"
2024-04-23,13,1713877200,9.91000000000003,8.09000000000003,1011,60,3.58,100,0,"Clouds","overcast clouds"
2024-04-23,14,1713880800,10.5,9.15000000000003,1010,59,3.58,100,0,"Clouds","overcast clouds"
2024-04-23,15,1713884400,12.98,11.72,1009,53,3.13,100,0,"Clouds","overcast clouds"
2024-04-23,16,1713888000,14.87,13.67,1008,48,4.47,100,0,"Clouds","overcast clouds"
2024-04-23,17,1713891600,13.84,12.56,1007,49,4.92,100,0,"Clouds","overcast clouds"
2024-04-23,18,1713895200,14.64,13.41,1007,48,9.77,100,0,"Clouds","overcast clouds"
2024-04-23,19,1713898800,15.12,13.94,1007,48,7.2,100,0,"Clouds","overcast clouds"
2024-04-23,20,1713902400,14.96,13.79,1006,49,6.26,100,0,"Clouds","overcast clouds"
2024-04-23,21,1713906000,14.46,13.42,1006,56,6.26,100,0,"Clouds","overcast clouds"
2024-04-23,22,1713909600,13.91,12.92,1006,60,5.81,100,0,"Clouds","overcast clouds"
2024-04-23,23,1713913200,12.46,11.59,1006,70,11.83,100,0,"Clouds","overcast clouds"
2024-04-24,0,1713916800,11.12,10.32,1007,78,2.68,100,0,"Clouds","overcast clouds"
2024-04-24,1,1713920400,11.34,10.54,1007,77,1.79,100,0,"Clouds","overcast clouds"
2024-04-24,2,1713924000,10.99,10.18,1007,78,4.47,100,0,"Clouds","overcast clouds"
2024-04-24,3,1713927600,10.28,9.5,1007,82,5.66,100,0,"Clouds","overcast clouds"
2024-04-24,4,1713931200,9.71000000000004,6.51000000000005,1007,85,7.2,100,0,"Clouds","overcast clouds"
2024-04-24,5,1713934800,9.33000000000004,8.60000000000002,1007,84,1.79,100,0,"Clouds","overcast clouds"
2024-04-24,6,1713938400,9.29000000000002,9.02000000000004,1006,83,1.34,97,0,"Clouds","overcast clouds"
2024-04-24,7,1713942000,8.39000000000004,8.39000000000004,1006,86,0.89,87,0,"Clouds","overcast clouds"
2024-04-24,8,1713945600,8.52000000000004,8.15000000000003,1007,82,1.34,58,0,"Clouds","broken clouds"
2024-04-24,9,1713949200,8.06,5.83000000000004,1008,84,3.6,75,0,"Clouds","broken clouds"
2024-04-24,10,1713952800,7.5,6.48000000000002,1008,86,1.79,61,0,"Clouds","broken clouds"
2024-04-24,11,1713956400,7.79000000000002,5.80000000000001,1009,85,3.09,75,0,"Clouds","broken clouds"
2024-04-24,12,1713960000,7.28000000000003,3.73000000000002,1010,84,6.17,75,0,"Clouds","broken clouds"
2024-04-24,13,1713963600,5.39000000000004,1.32000000000005,1012,84,6.17,100,0,"Clouds","overcast clouds"
2024-04-24,14,1713967200,4.64000000000004,-0.819999999999993,1013,81,9.77,100,0,"Clouds","overcast clouds"
2024-04-24,15,1713970800,4.16000000000003,-0.989999999999952,1015,77,8.23,100,0,"Clouds","overcast clouds"
2024-04-24,16,1713974400,4.21000000000004,0.620000000000005,1016,74,4.47,96,0,"Clouds","overcast clouds"
2024-04-24,17,1713978000,5.70000000000005,1.72000000000003,1017,66,6.17,100,0,"Clouds","overcast clouds"
2024-04-24,18,1713981600,7.08000000000004,4.92000000000002,1018,54,3.13,97,0,"Clouds","overcast clouds"
2024-04-24,19,1713985200,8.43000000000001,6.06,1019,44,4.02,88,0,"Clouds","overcast clouds"
2024-04-24,20,1713988800,9.01000000000005,5.46000000000004,1019,41,7.72,75,0,"Clouds","broken clouds"
2024-04-24,21,1713992400,9.39000000000004,7.46000000000004,1020,38,3.58,41,0,"Clouds","scattered clouds"
2024-04-24,22,1713996000,9.32000000000005,7.62,1021,37,3.13,31,0,"Clouds","scattered clouds"
2024-04-24,23,1713999600,8.43000000000001,7.56,1021,36,1.79,25,0,"Clouds","scattered clouds"
2024-04-25,0,1714003200,6.86000000000001,5.32000000000005,1022,39,2.24,36,0,"Clouds","scattered clouds"
2024-04-25,1,1714006800,4.51000000000005,0,1023,50,6.69,0,0,"Clear","clear sky"
2024-04-25,2,1714010400,3.07000000000005,-1.14999999999998,1024,55,5.14,0,0,"Clear","clear sky"
2024-04-25,3,1714014000,2.66000000000003,1.52000000000004,1024,60,1.34,0,0,"Clear","clear sky"
2024-04-25,4,1714017600,1.79000000000002,0.54000000000002,1025,63,1.34,0,0,"Clear","clear sky"
2024-04-25,5,1714021200,1.27000000000004,-0.0499999999999545,1025,66,1.34,0,0,"Clear","clear sky"
2024-04-25,6,1714024800,0.960000000000036,0.960000000000036,1026,65,0.45,0,0,"Clear","clear sky"
2024-04-25,7,1714028400,0.760000000000048,-0.629999999999995,1026,63,1.34,0,0,"Clear","clear sky"
2024-04-25,8,1714032000,0.470000000000027,0.470000000000027,1026,58,0.45,0,0,"Clear","clear sky"
2024-04-25,9,1714035600,-0.0199999999999818,-0.0199999999999818,1027,55,0.45,0,0,"Clear","clear sky"
2024-04-25,10,1714039200,-0.42999999999995,-0.42999999999995,1027,59,0.45,0,0,"Clear","clear sky"
2024-04-25,11,1714042800,-0.409999999999968,-0.409999999999968,1028,59,0.89,0,0,"Clear","clear sky"
2024-04-25,12,1714046400,1.89000000000004,1.89000000000004,1029,57,0.89,0,0,"Clear","clear sky"
2024-04-25,13,1714050000,3.14000000000004,0.170000000000016,1030,57,3.13,1,0,"Clear","clear sky"
2024-04-25,14,1714053600,3.71000000000004,0.860000000000014,1030,55,3.13,3,0,"Clear","clear sky"
2024-04-25,15,1714057200,4.55000000000001,3.07000000000005,1029,54,1.79,4,0,"Clear","clear sky"
2024-04-25,16,1714060800,5.35000000000002,3.54000000000002,1029,53,2.24,4,0,"Clear","clear sky"
2024-04-25,17,1714064400,6.20000000000005,5.52000000000004,1029,52,1.34,4,0,"Clear","clear sky"
2024-04-25,18,1714068000,7.14000000000004,6.07000000000005,1029,48,1.79,13,0,"Clouds","few clouds"
2024-04-25,19,1714071600,7.66000000000003,5.35000000000002,1028,47,3.58,4,0,"Clear","clear sky"
2024-04-25,20,1714075200,7.83000000000004,6.46000000000004,1028,44,2.24,2,0,"Clear","clear sky"
2024-04-25,21,1714078800,8.01000000000005,7.07000000000005,1028,45,1.79,1,0,"Clear","clear sky"
2024-04-25,22,1714082400,8.01000000000005,7.07000000000005,1027,45,1.79,1,0,"Clear","clear sky"
2024-04-25,23,1714086000,7.15000000000003,5.66000000000003,1027,47,2.24,1,0,"Clear","clear sky"
2024-04-26,0,1714089600,5.61000000000001,4.30000000000001,1027,50,1.79,0,0,"Clear","clear sky"
2024-04-26,1,1714093200,4.25,2.73000000000002,1027,52,1.79,0,0,"Clear","clear sky"
2024-04-26,2,1714096800,3.09000000000003,3.09000000000003,1028,57,0.89,0,0,"Clear","clear sky"
2024-04-26,3,1714100400,2.38,2.38,1028,61,0.45,0,0,"Clear","clear sky"
2024-04-26,4,1714104000,1.72000000000003,1.72000000000003,1028,65,0.79,0,0,"Clear","clear sky"
2024-04-26,5,1714107600,1.53000000000003,1.53000000000003,1027,68,1.14,0,0,"Clear","clear sky"
2024-04-26,6,1714111200,1.29000000000002,-0.370000000000005,1029,67,1.56,0,0,"Clear","clear sky"
2024-04-26,7,1714114800,1.05000000000001,-1.29999999999995,1028,66,2.06,0,0,"Clear","clear sky"
2024-04-26,8,1714118400,0.590000000000032,-1.54999999999995,1030,67,1.83,0,0,"Clear","clear sky"
2024-04-26,9,1714122000,1.89000000000004,-0.529999999999973,1029,61,2.25,0,0,"Clear","clear sky"
2024-04-26,10,1714125600,2.03000000000003,-0.549999999999955,1029,61,2.43,0,0,"Clear","clear sky"
2024-04-26,11,1714129200,2.08000000000004,-0.699999999999989,1030,66,2.65,0,0,"Clear","clear sky"
2024-04-26,12,1714132800,4.23000000000002,1.83000000000004,1029,63,2.68,0,0,"Clear","clear sky"
2024-04-26,13,1714136400,6.5,4.22000000000003,1030,52,3.13,12,0,"Clouds","few clouds"
2024-04-26,14,1714140000,7.59000000000003,5.03000000000003,1030,47,4.02,11,0,"Clouds","few clouds"
2024-04-26,15,1714143600,8.36000000000001,5.57000000000005,1030,49,4.92,18,0,"Clouds","few clouds"
2024-04-26,16,1714147200,9.22000000000003,7.25,1030,43,3.58,15,0,"Clouds","few clouds"
2024-04-26,17,1714150800,10.29,8.39000000000004,1030,39,6.26,16,0,"Clouds","few clouds"
2024-04-26,18,1714154400,11.03,9.05000000000001,1030,33,4.02,19,0,"Clouds","few clouds"
2024-04-26,19,1714158000,11.15,9.13,1029,31,5.36,73,0,"Clouds","broken clouds"
2024-04-26,20,1714161600,10.94,8.90000000000003,1027,31,4.92,85,0,"Clouds","overcast clouds"
2024-04-26,21,1714165200,11.19,9.17000000000002,1027,31,2.68,75,0,"Clouds","broken clouds"
2024-04-26,22,1714168800,11.14,9.07000000000005,1026,29,3.58,79,0,"Clouds","broken clouds"
2024-04-26,23,1714172400,10.7,8.53000000000003,1026,27,5.36,66,0,"Clouds","broken clouds"
2024-04-27,0,1714176000,9.65000000000003,7.56,1025,31,4.02,73,0,"Clouds","broken clouds"
2024-04-27,1,1714179600,8.93000000000001,7.15000000000003,1025,35,3.13,100,0,"Clouds","overcast clouds"
2024-04-27,2,1714183200,8.60000000000002,7.04000000000002,1025,36,2.68,100,0,"Clouds","overcast clouds"
2024-04-27,3,1714186800,8.73000000000002,7.19,1024,35,2.68,100,0,"Clouds","overcast clouds"
2024-04-27,4,1714190400,8.80000000000001,6.52000000000004,1023,38,4.02,100,0,"Clouds","overcast clouds"
2024-04-27,5,1714194000,8.70000000000005,6.39000000000004,1023,46,4.02,100,0,"Clouds","overcast clouds"
2024-04-27,6,1714197600,7.99000000000001,6.65000000000003,1023,56,2.24,100,0,"Clouds","overcast clouds"
2024-04-27,7,1714201200,7.60000000000002,6.19,1023,61,2.24,100,0,"Clouds","overcast clouds"
2024-04-27,8,1714204800,7.54000000000002,5.78000000000003,1022,65,2.68,100,0,"Clouds","overcast clouds"
2024-04-27,9,1714208400,7.49000000000001,6.06,1022,67,2.24,100,0,"Clouds","overcast clouds"
2024-04-27,10,1714212000,7.78000000000003,4.19,1022,70,6.69,100,0.23,"Rain","light rain"
2024-04-27,11,1714215600,7.75,3.98000000000002,1022,73,7.2,100,0.1,"Rain","light rain"
2024-04-27,12,1714219200,7.96000000000004,6.28000000000003,1021,77,2.68,100,0,"Clouds","overcast clouds"
2024-04-27,13,1714222800,8.07000000000005,4.56,1021,79,6.69,100,0,"Clouds","overcast clouds"
2024-04-27,14,1714226400,7.93000000000001,4.94,1021,82,5.14,100,0,"Clouds","overcast clouds"
2024-04-27,15,1714230000,8.19,4.88,1021,84,6.17,100,0.15,"Rain","light rain"
2024-04-27,16,1714233600,8.51000000000005,5.88,1020,88,4.63,100,0,"Clouds","overcast clouds"
2024-04-27,17,1714237200,9.66000000000003,7.78000000000003,1020,91,3.6,100,0,"Clouds","overcast clouds"
2024-04-27,18,1714240800,10.63,10.1,1019,90,4.02,100,0,"Clouds","overcast clouds"
2024-04-27,19,1714244400,10.47,9.95000000000005,1018,91,4.63,100,0.4,"Rain","light rain"
2024-04-27,20,1714248000,10.87,10.41,1017,92,3.6,75,0,"Clouds","broken clouds"
2024-04-27,21,1714251600,11.7,11.25,1017,89,5.66,100,0,"Clouds","overcast clouds"
2024-04-27,22,1714255200,12.67,12.29,1016,88,3.13,100,0,"Clouds","overcast clouds"
2024-04-27,23,1714258800,13.21,12.83,1016,86,3.58,98,0,"Clouds","overcast clouds"
2024-04-28,0,1714262400,12.57,12.15,1015,87,3.13,99,0,"Clouds","overcast clouds"
2024-04-28,1,1714266000,11.05,10.56,1015,90,4.63,0,0,"Clear","clear sky"
2024-04-28,2,1714269600,10.53,9.99000000000001,1015,90,2.68,80,0,"Clouds","broken clouds"
2024-04-28,3,1714273200,10.31,9.75,1015,90,0.89,81,0,"Clouds","broken clouds"
2024-04-28,4,1714276800,10.31,9.80000000000001,1015,92,0.89,83,0,"Clouds","broken clouds"
2024-04-28,5,1714280400,10.3,9.74000000000001,1015,90,0.89,82,0,"Clouds","broken clouds"
2024-04-28,6,1714284000,10.6,10.12,1015,92,1.34,87,0,"Clouds","overcast clouds"
2024-04-28,7,1714287600,10.77,10.28,1014,91,1.34,89,0,"Clouds","overcast clouds"
2024-04-28,8,1714291200,10.69,10.19,1015,91,0.45,94,0,"Clouds","overcast clouds"
2024-04-28,9,1714294800,10.47,9.95000000000005,1014,91,0.89,93,0,"Clouds","overcast clouds"
2024-04-28,10,1714298400,10.32,9.81,1014,92,0.45,94,0,"Clouds","overcast clouds"
2024-04-28,11,1714302000,11.25,10.81,1015,91,0.45,86,0,"Clouds","overcast clouds"
2024-04-28,12,1714305600,13.33,13.02,1015,88,0.45,88,0,"Clouds","overcast clouds"
2024-04-28,13,1714309200,16.18,15.97,1015,81,0.45,79,0,"Clouds","broken clouds"
2024-04-28,14,1714312800,17.53,17.4,1015,79,2.24,87,0,"Clouds","overcast clouds"
2024-04-28,15,1714316400,18.54,18.43,1015,76,1.79,90,0,"Clouds","overcast clouds"
2024-04-28,16,1714320000,17.78,17.7,1016,80,4.12,100,0,"Clouds","overcast clouds"
2024-04-28,17,1714323600,17.51,17.64,1016,89,6.17,100,0,"Clouds","overcast clouds"
2024-04-28,18,1714327200,17.75,17.96,1015,91,1.54,100,0,"Clouds","overcast clouds"
2024-04-28,19,1714330800,18.3,18.51,1015,89,1.34,100,0,"Clouds","overcast clouds"
2024-04-28,20,1714334400,16.63,16.72,1015,91,3.58,100,0,"Mist","mist"
2024-04-28,21,1714338000,15.82,15.81,1016,90,7.2,100,0,"Clouds","overcast clouds"
